0,1.15834
1,1.13865
2,1.13746
3,1.13701
4,1.13680
5,1.13220
6,1.12906
7,1.12031
8,1.11033
9,1.10553
10,1.10194
11,1.09858
12,1.10477
13,1.10562
14,1.10544
15,1.10501
16,1.10431
17,1.10390
18,1.10336
19,1.10252
20,1.10167
21,1.10094
22,1.10006
23,1.09949
24,1.09882
25,1.09820
26,1.09735
27,1.09603
28,1.08380
29,1.07784
30,1.07427
31,1.07151
32,1.07008
33,1.07973
34,1.08184
35,1.07126
36,1.06534
37,1.06314
38,1.06168
39,1.06087
40,1.07053
41,1.07269
42,1.06506
43,1.05737
44,1.05659
45,1.05566
46,1.05413
47,1.06171
48,1.06484
49,1.06406
50,1.05281
51,1.05162
52,1.05061
54,1.09734
55,1.09537
56,1.09770
57,1.09542
59,1.08705
60,1.08174
61,1.07755
62,1.07119
63,1.07247
64,1.06926
65,1.06187
66,1.05979
67,1.05798
68,1.05591
69,1.05222
70,1.05434
71,1.05303
72,1.04734
73,1.04577
74,1.04446
75,1.04303
76,1.03960
77,1.04312
78,1.04235
79,1.04113
80,1.03959
81,1.03854
82,1.03839
83,1.03707
84,1.03534
85,1.03397
86,1.03305
87,1.03166
88,1.03089
89,1.03021
90,1.03009
91,1.02846
92,1.02733
93,1.02572
94,1.01647
95,1.01366
96,1.01241
99,1.03014
100,1.02810
101,1.02737
102,1.03451
103,1.03323
104,1.02386
106,1.05412
107,1.05555
108,1.06084
109,1.05931
110,1.04676
111,1.04569
112,1.04598
113,1.04308
114,1.04369
115,1.05138
116,1.04963
117,1.03968
118,1.03610
119,1.03385
120,1.03200
121,1.03039
122,1.04032
123,1.04063
124,1.02733
125,1.02319
127,1.02555
128,1.01884
129,1.02692
130,1.03002
131,1.03012
132,1.02976
133,1.02949
134,1.02929
135,1.02939
136,1.02921
137,1.02866
138,1.02798
139,1.02745
140,1.02695
141,1.02694
142,1.02676
143,1.02657
144,1.02783
146,1.02740
147,1.00839
148,1.00981
149,1.00684
150,1.00533
151,1.00527
152,1.01536
153,1.01380
154,1.00041
155,0.99815
157,1.01885
158,1.01606
159,1.01347
160,1.00118
161,1.00296
162,1.00320
163,1.00230
164,1.00562
165,1.01256
166,1.01237
167,1.00124
169,1.00643
170,0.99840
171,1.00069
172,1.00998
173,1.01270
174,1.01100
175,0.99874
176,1.00112
178,1.01635
179,1.01248
180,1.01292
181,1.01320
182,1.01366
183,1.01387
184,1.01446
185,1.01545
186,1.01573
187,1.01589
188,1.01608
189,1.01651
190,1.01664
191,1.01674
192,1.01682
193,1.01720
194,1.01725
195,1.01713
196,1.01569
197,1.00555
198,1.00409
199,1.00304
200,0.99933
201,0.99843
202,1.00753
203,1.00992
205,1.07600
206,1.04232
207,1.04581
208,1.04725
209,1.04777
210,1.04759
211,1.04738
212,1.04735
213,1.04731
214,1.04687
215,1.04622
216,1.04538
217,1.04408
218,1.04403
219,1.04321
220,1.04287
222,1.04543
223,1.04049
224,1.02973
225,1.02377
226,1.02456
227,1.02229
228,1.02059
229,1.02828
230,1.03000
231,1.02340
233,1.01878
234,1.01382
235,1.01165
236,1.01155
237,1.01971
238,1.01864
239,1.00972
240,1.00617
241,1.00393
242,1.00254
243,1.00257
244,1.01148
245,1.01303
246,1.00453
247,0.99710
248,0.99726
249,0.99651
250,0.99540
251,1.00362
252,1.00583
253,1.00390
254,0.99096
255,0.98965
256,1.00444
257,1.00858
258,1.00888
259,1.00866
260,1.00853
261,1.00868
262,1.00854
263,1.00842
264,1.00795
265,1.00758
266,1.00726
267,1.00695
268,1.00669
269,1.00664
270,1.00650
271,1.00657
272,1.00636
273,1.00357
274,0.99051
275,0.98824
276,0.98724
277,0.98458
278,0.98629
279,0.99709
280,0.99717
281,0.98758
282,0.98287
283,0.98249
284,0.98251
285,0.98281
286,0.99112
287,0.99262
288,0.99164
289,0.97878
290,0.97776
291,0.97742
292,0.97821
293,0.98080
294,0.98927
295,0.98827
296,0.97921
297,0.97614
298,0.97578
299,0.97486
300,0.97398
301,0.98365
302,0.98654
303,0.98143
304,0.97118
305,0.97135
306,0.97634
307,0.97729
308,0.98503
309,0.98617
310,0.98629
311,0.98630
312,0.98674
313,0.98823
314,0.98873
315,0.98908
316,0.98919
317,0.98926
318,0.98938
319,0.98952
320,0.98953
321,0.98996
322,0.99021
323,0.98991
324,0.98772
325,0.97633
326,0.97265
327,0.97308
328,0.97242
329,0.97192
330,0.98042
332,0.98559
333,0.97222
334,0.97091
335,0.97103
336,0.96793
337,0.96827
338,0.97972
339,0.98191
340,0.97221
341,0.96730
342,0.96838
343,0.96929
344,0.96869
345,0.97684
346,0.98110
347,0.97991
348,0.97021
349,0.96843
350,0.96844
351,0.96705
352,0.96790
353,0.96981
354,0.96429
355,0.96364
356,0.97078
357,0.96854
358,0.96894
359,0.97641
360,0.97755
361,0.97816
362,0.97849
363,0.97873
364,0.97903
366,0.98220
367,0.98640
368,0.98842
369,0.98751
370,0.97986
371,0.98035
372,0.98337
373,0.98490
374,0.98516
375,0.98925
376,0.98993
377,0.98322
378,0.98099
379,0.98187
380,0.98382
381,0.98331
382,0.98602
383,0.98751
384,0.98622
385,0.97947
386,0.97923
387,0.97879
388,0.97743
389,0.97684
390,0.98292
391,0.98392
392,0.97785
393,0.97542
394,0.97632
395,0.97730
396,0.97809
397,0.98070
398,0.98315
399,0.98356
400,0.98393
401,0.98393
402,0.98422
403,0.98517
404,0.98539
405,0.98546
406,0.98549
407,0.98525
408,0.98529
409,0.98518
410,0.98511
411,0.98511
412,0.98509
413,0.98495
414,0.98281
416,0.99753
417,0.99295
418,0.99641
419,1.00123
420,1.00087
421,0.99378
422,0.99340
423,0.99354
424,0.99257
425,0.99182
426,0.99776
427,0.99845
428,0.99299
429,0.98769
430,0.98881
431,0.98653
432,0.97952
433,0.98415
434,0.98949
435,0.98735
436,0.97707
437,0.97304
438,0.97122
439,0.96933
440,0.97030
441,0.97986
442,0.98162
444,0.98664
445,0.98311
446,0.98367
447,0.98393
448,0.98395
449,0.98276
450,0.98174
451,0.98115
452,0.98054
453,0.98008
454,0.97992
455,0.97960
456,0.97938
457,0.97896
458,0.97460
459,0.95956
460,0.95885
461,0.95181
462,0.95034
463,0.95124
464,0.96374
465,0.96173
466,0.96026
467,0.95507
