0,1.16241
1,1.14077
2,1.13911
3,1.13854
4,1.13796
5,1.13668
6,1.13422
7,1.12372
8,1.11469
9,1.11034
10,1.10699
11,1.10407
12,1.11111
13,1.11298
14,1.11301
15,1.11266
16,1.11210
17,1.11172
18,1.11094
19,1.11044
20,1.10959
21,1.10882
22,1.10820
23,1.10762
24,1.10693
25,1.10639
26,1.10561
27,1.10311
28,1.08994
29,1.08499
30,1.08199
31,1.07931
32,1.07887
33,1.08987
34,1.08994
35,1.07725
36,1.07151
37,1.07175
38,1.06993
39,1.07105
40,1.08123
41,1.08118
42,1.06864
43,1.06558
44,1.06562
45,1.06526
46,1.06345
47,1.07388
48,1.07451
49,1.06445
50,1.06134
51,1.05994
52,1.05880
54,1.10271
55,1.10329
56,1.10447
57,1.10179
58,1.09177
59,1.08797
60,1.08574
61,1.08033
62,1.08048
63,1.07944
64,1.07290
65,1.06861
66,1.06692
67,1.06479
69,1.06692
70,1.06200
71,1.05888
72,1.05277
73,1.05307
74,1.05201
75,1.04946
76,1.05496
77,1.05482
78,1.05358
79,1.05263
80,1.05195
81,1.05197
82,1.05094
83,1.04948
84,1.04814
85,1.04769
86,1.04665
88,1.05093
89,1.04533
90,1.04365
91,1.04284
92,1.04085
93,1.02869
94,1.02774
95,1.02638
97,1.04379
98,1.04278
99,1.04100
100,1.04803
101,1.04812
102,1.04003
103,1.03801
104,1.03771
105,1.03468
106,1.03433
107,1.04331
108,1.04239
109,1.03295
110,1.03022
111,1.02724
112,1.02660
113,1.02538
114,1.03677
115,1.03691
116,1.02678
117,1.02367
118,1.02414
119,1.02551
121,1.03611
122,1.03204
123,1.03274
124,1.03578
125,1.03641
126,1.03737
127,1.03812
128,1.03892
129,1.03873
130,1.03877
131,1.03911
132,1.03919
133,1.03948
134,1.03970
135,1.03964
136,1.03959
137,1.03678
138,1.02237
139,1.02106
140,1.02215
141,1.01679
142,1.02713
143,1.03126
144,1.02926
145,1.01395
146,1.02240
147,1.02129
148,1.02670
149,1.03127
150,1.02952
151,1.01646
152,1.01472
153,1.01704
154,1.01186
155,1.01278
156,1.02429
157,1.02405
158,1.01217
159,1.01032
160,1.01251
161,1.01094
162,1.00497
163,1.01810
164,1.02102
165,1.01532
166,1.00346
167,1.00403
168,1.00391
169,1.00368
170,1.01034
171,1.01689
172,1.01769
173,1.01859
174,1.01902
176,1.02339
177,1.02042
178,1.02083
179,1.02077
180,1.02082
181,1.02085
182,1.02103
183,1.02132
184,1.02206
